label	predict	score
1	1	0.95284444
1	1	0.99765694
-1	-1	0.003527638
1	1	0.9858554
1	1	0.9903222
-1	-1	0.00235538
-1	-1	0.2012936
1	1	0.9979997
-1	-1	0.0044357614
1	1	0.9929289
1	1	0.6658208
1	1	0.99188566
1	1	0.9986332
1	1	0.9982059
-1	1	0.77927697
-1	-1	0.0016974814
-1	-1	0.003007022
-1	-1	0.0027575619
-1	-1	0.0052321637
1	1	0.9890745
-1	-1	0.002539299
-1	-1	0.051311094
1	1	0.95718616
1	1	0.99733514
1	1	0.9169638
1	1	0.9971085
-1	-1	0.0045895916
1	1	0.9685744
-1	-1	0.02284824
1	1	0.9990545
1	1	0.82267094
1	1	0.99832386
-1	-1	0.056201298
-1	-1	0.0036887112
1	1	0.9791438
-1	-1	0.0032270844
1	1	0.99224055
1	1	0.9406147
-1	-1	0.15627584
1	1	0.9963063
-1	-1	0.0054158904
1	1	0.996756
1	1	0.99025095
1	1	0.99900764
1	1	0.99684983
1	1	0.87048084
-1	-1	0.108401015
1	1	0.99633044
1	1	0.89092314
1	1	0.97550464
1	1	0.99585354
1	1	0.984455
1	1	0.98142254
1	1	0.9986771
-1	-1	0.0022756292
1	1	0.9948278
-1	-1	0.0019196541
1	1	0.95498693
1	1	0.98796487
-1	-1	0.086104125
-1	-1	0.06409472
-1	-1	0.0029256395
1	1	0.9903598
1	1	0.90135986
-1	-1	0.0037152113
1	1	0.9989742
-1	-1	0.003565603
1	1	0.98558205
-1	-1	0.4741406
1	1	0.9910663
1	1	0.6332907
1	1	0.99608177
-1	-1	0.0030414
1	1	0.99952185
1	1	0.9955782
1	1	0.99725777
1	1	0.9881775
-1	1	0.5479311
-1	-1	0.118094
1	1	0.9246632
1	1	0.97851676
-1	-1	0.0026351681
1	1	0.9968579
-1	-1	0.27358773
-1	-1	0.0035341207
1	1	0.9963031
-1	-1	0.002131232
1	1	0.8040264
-1	-1	0.16385695
1	1	0.9798465
1	1	0.98884714
1	1	0.9935487
-1	-1	0.0471056
1	1	0.998811
-1	-1	0.008401069
1	1	0.974883
-1	-1	0.0023924548
1	1	0.9977742
1	1	0.984444
-1	-1	0.014578756
1	1	0.9996666
1	1	0.9986191
1	1	0.9973609
1	1	0.99724835
1	1	0.9935109
1	1	0.9970956
-1	-1	0.0025428194
-1	-1	0.0066606128
1	1	0.9932121
1	1	0.99661344
-1	-1	0.03905593
1	1	0.9765875
1	1	0.99931324
1	1	0.99737215
1	1	0.9991098
1	1	0.99551105
1	1	0.9977191
1	1	0.9977652
1	1	0.9555166
1	1	0.9983139
1	1	0.8351448
1	1	0.9980489
1	1	0.99305326
-1	-1	0.0022351877
1	1	0.7306213
1	1	0.9906848
1	1	0.99880636
1	1	0.9970605
-1	-1	0.3465518
-1	-1	0.051535953
-1	-1	0.28613457
1	-1	0.4395963
1	1	0.9981299
1	1	0.9979018
-1	-1	0.090245135
-1	-1	0.003273115
1	-1	0.31010023
1	1	0.96418154
-1	-1	0.074615896
1	1	0.9939658
1	1	0.9932724
-1	-1	0.005584478
1	1	0.97496337
1	1	0.98501945
1	1	0.9835392
-1	-1	0.0026487985
-1	-1	0.0024270504
-1	-1	0.0048513087
1	1	0.9265032
-1	-1	0.0018549407
-1	-1	0.003766763
-1	-1	0.0859373
-1	-1	0.0025600768
1	1	0.9971935
1	1	0.9226782
1	1	0.64998007
-1	-1	0.0033443405
-1	-1	0.0019652506
-1	-1	0.009637393
-1	-1	0.33506846
-1	-1	0.03867894
1	1	0.89864016
1	1	0.92971313
1	1	0.9964174
-1	-1	0.0028474513
1	1	0.9988508
-1	-1	0.002316499
1	1	0.9966241
-1	1	0.8107944
1	1	0.99394494
1	1	0.99328095
-1	-1	0.08702927
1	1	0.6052363
1	1	0.99624217
-1	-1	0.11981795
1	1	0.9965586
-1	-1	0.0038591712
1	1	0.99551207
1	1	0.99868244
1	1	0.9398827
-1	-1	0.0023009933
1	1	0.6682393
1	1	0.9952508
1	1	0.98253363
1	1	0.9912924
1	1	0.9755889
-1	-1	0.003399553
-1	-1	0.0030755862
-1	-1	0.0027461434
-1	-1	0.16638012
1	1	0.9822907
1	1	0.99468696
1	1	0.99542785
-1	-1	0.4166044
-1	-1	0.05959965
1	1	0.9917293
-1	-1	0.0023969028
1	1	0.98587
1	1	0.9208474
1	1	0.68516636
-1	-1	0.002341772
1	1	0.96961236
1	1	0.715491
1	1	0.9890125
1	1	0.98968387
-1	-1	0.0023181725
1	-1	0.078875475
-1	1	0.5599965
-1	-1	0.049157582
1	1	0.9903294
-1	-1	0.003987874
1	1	0.9711222
1	1	0.9970198
1	1	0.9949635
1	1	0.9963786
1	1	0.9859914
-1	1	0.57108927
1	1	0.9930478
-1	-1	0.0032396072
-1	-1	0.0487064
1	1	0.9811761
-1	-1	0.04382404
1	1	0.9983354
-1	-1	0.0114276325
1	1	0.9708495
-1	-1	0.04516235
-1	-1	0.0017928998
1	1	0.993644
1	1	0.9861878
1	1	0.97774976
1	1	0.999132
1	1	0.91126084
1	1	0.9597944
1	1	0.9985165
-1	1	0.83009136
1	1	0.994313
1	1	0.9986745
1	1	0.90651304
1	1	0.9370266
-1	-1	0.002555877
1	1	0.99699914
-1	-1	0.0030031004
1	1	0.86777973
-1	-1	0.004001705
1	1	0.9867662
-1	-1	0.0030555166
-1	-1	0.0029461447
1	1	0.7350454
-1	-1	0.0028668642
-1	-1	0.0028775337
1	1	0.83085096
1	1	0.99843746
-1	-1	0.034234546
1	1	0.9982686
1	1	0.99825424
1	1	0.99676764
1	1	0.99339384
-1	-1	0.0035623463
1	1	0.98921007
1	1	0.9555169
1	1	0.9192491
1	1	0.87654805
-1	-1	0.0034877236
1	1	0.9945766
-1	-1	0.049203034
-1	-1	0.003812277
1	1	0.9916835
1	-1	0.3808006
-1	-1	0.0028480603
-1	-1	0.021751847
-1	-1	0.10232164
1	1	0.99766374
-1	-1	0.22755912
-1	-1	0.0024259214
-1	-1	0.005851724
1	1	0.8491941
1	1	0.9947007
1	1	0.9624163
-1	-1	0.0036917483
1	1	0.9920975
1	1	0.99833566
-1	-1	0.0035882574
-1	-1	0.0036846865
-1	1	0.65225416
-1	-1	0.013441331
1	1	0.9974547
-1	-1	0.2310214
-1	1	0.59860486
1	1	0.9953388
-1	-1	0.0018688526
-1	-1	0.0030321993
-1	1	0.91126233
1	1	0.9988864
1	1	0.99685174
1	1	0.7387728
-1	-1	0.008801927
-1	-1	0.0015856797
-1	-1	0.11822414
-1	-1	0.002653438
-1	-1	0.19755037
1	1	0.9228486
1	1	0.9990447
-1	-1	0.0052341498
1	1	0.99573463
-1	-1	0.0032606435
-1	-1	0.04799286
1	1	0.84908867
1	1	0.98920107
1	1	0.9967982
-1	-1	0.018934043
-1	-1	0.0029479477
1	1	0.993417
1	1	0.967451
1	-1	0.05666291
-1	-1	0.0025847564
-1	-1	0.0023067489
-1	-1	0.0031339116
-1	-1	0.0025722699
1	1	0.92483675
-1	-1	0.0030474002
1	1	0.99676704
-1	-1	0.0024670195
-1	-1	0.0032880018
1	1	0.99284714
-1	-1	0.003664826
-1	-1	0.13460743
1	-1	0.44539577
-1	1	0.50777805
1	1	0.9172926
1	1	0.9982059
-1	-1	0.28530356
-1	1	0.8687315
-1	-1	0.1518319
-1	-1	0.003347226
1	1	0.94929075
-1	-1	0.0027690846
-1	-1	0.31660104
1	1	0.9977191
1	1	0.9970956
1	1	0.9937219
1	1	0.9966875
1	-1	0.3020159
1	1	0.89504176
-1	-1	0.002164051
1	1	0.9952697
1	1	0.9990451
-1	-1	0.0018812509
1	1	0.98965085
1	1	0.99718696
-1	1	0.72491854
1	1	0.99431217
-1	-1	0.181515
-1	-1	0.3370184
1	1	0.90614635
1	1	0.9992373
1	1	0.9726284
-1	-1	0.34715554
-1	1	0.5868947
-1	-1	0.01514479
1	1	0.9818648
-1	-1	0.084467135
1	1	0.9931132
-1	-1	0.0025177547
-1	-1	0.0026295423
-1	-1	0.009437332
1	1	0.9251614
-1	-1	0.005321884
1	1	0.9953643
1	1	0.9122572
-1	-1	0.003963162
1	1	0.9908462
-1	-1	0.0026575173
-1	-1	0.015454706
-1	-1	0.002916368
-1	-1	0.023891408
-1	-1	0.16357541
-1	-1	0.0034746095
-1	-1	0.0021697981
1	1	0.9636195
1	1	0.9962334
1	1	0.8519188
1	1	0.97991794
-1	-1	0.0033617285
-1	-1	0.003522148
1	1	0.99935585
1	1	0.9814082
-1	-1	0.10113329
-1	-1	0.0033846209
1	1	0.95909464
-1	-1	0.0032593512
1	1	0.99889165
-1	-1	0.014535674
-1	-1	0.081480615
-1	-1	0.0037380955
-1	-1	0.012737114
1	1	0.98177123
1	1	0.99746406
-1	-1	0.034617145
1	1	0.9766333
1	1	0.98475075
1	1	0.82260185
1	1	0.99845505
-1	-1	0.039661717
-1	-1	0.0020612963
1	1	0.9943317
1	1	0.9952278
-1	-1	0.10723308
1	1	0.986464
-1	-1	0.0037095714
1	1	0.9262004
-1	-1	0.0015370256
1	1	0.9982418
1	1	0.995783
-1	-1	0.058709417
1	1	0.9989188
-1	-1	0.0033154183
-1	-1	0.0027942427
-1	-1	0.2420152
-1	-1	0.0028128962
-1	-1	0.028008798
1	1	0.98472923
1	1	0.9950482
1	1	0.98484355
1	1	0.99501234
1	1	0.997001
-1	-1	0.04100147
-1	-1	0.002588393
-1	-1	0.0034964571
1	1	0.9808641
-1	-1	0.0031251786
-1	-1	0.0019340033
-1	1	0.57522756
1	1	0.9578325
1	1	0.9961293
1	-1	0.3409666
1	1	0.9589535
-1	-1	0.007963916
-1	-1	0.0032244192
1	1	0.9621043
-1	-1	0.008954689
-1	1	0.79201496
1	1	0.9654458
-1	-1	0.004090695
-1	-1	0.3452967
-1	-1	0.0029814409
1	1	0.995708
1	1	0.9932121
1	1	0.98082054
1	1	0.8408383
-1	-1	0.0030237872
-1	-1	0.22810332
1	1	0.9946009
-1	-1	0.0039277533
1	1	0.99501157
-1	-1	0.03349746
1	1	0.9973953
1	1	0.9986297
-1	-1	0.28519794
1	1	0.82761824
-1	-1	0.027205085
-1	-1	0.07751788
1	1	0.8302365
-1	-1	0.0032088417
1	1	0.9986312
-1	-1	0.33131006
-1	-1	0.0031783748
1	1	0.9984736
1	1	0.989189
-1	-1	0.037802022
-1	-1	0.0021780562
1	1	0.9902237
-1	-1	0.0042027608
1	1	0.9957135
-1	-1	0.0036813621
1	1	0.99763656
1	1	0.94722867
1	1	0.9972524
1	-1	0.1333853
1	1	0.9698612
1	1	0.94341093
1	1	0.9435497
-1	-1	0.044211067
-1	-1	0.30135098
1	1	0.995455
-1	-1	0.0029331048
-1	-1	0.0067760735
1	1	0.9667367
-1	-1	0.0028278949
1	1	0.9020672
-1	-1	0.11206219
-1	1	0.87077993
1	1	0.7979536
1	1	0.9993455
-1	-1	0.0031855965
1	1	0.89645344
1	1	0.9748239
-1	-1	0.0033257785
-1	-1	0.018116085
-1	-1	0.018477652
1	1	0.9762033
-1	-1	0.28066558
1	1	0.9583269
-1	-1	0.026602186
1	1	0.98546326
-1	-1	0.0027562415
1	1	0.99071723
-1	-1	0.012696424
-1	-1	0.0023345705
-1	-1	0.0027912399
1	1	0.9864618
-1	-1	0.24783134
-1	-1	0.0052716252
1	1	0.9891145
-1	-1	0.09910849
-1	-1	0.0021250795
-1	-1	0.0029010342
1	1	0.51159614
-1	-1	0.003263293
-1	-1	0.09511333
-1	-1	0.0032557682
1	1	0.98563904
-1	-1	0.0021021564
-1	-1	0.063537024
-1	-1	0.34945142
1	1	0.9615528
-1	-1	0.004405629
1	1	0.60146254
-1	1	0.7813678
-1	-1	0.003406636
-1	-1	0.20965281
1	1	0.9010473
1	1	0.999385
1	1	0.9990971
1	1	0.99609995
1	1	0.9281905
-1	-1	0.0020493036
1	1	0.99738485
1	1	0.8674904
1	1	0.9356189
-1	-1	0.0024577712
-1	-1	0.15341686
-1	-1	0.0027960779
1	1	0.9953512
1	1	0.8429619
-1	-1	0.0028441143
1	1	0.93217695
1	1	0.9979025
-1	-1	0.02107555
1	-1	0.31760603
1	1	0.98626167
-1	1	0.5016667
1	1	0.99875474
1	1	0.9963063
1	1	0.9928877
1	1	0.9978532
-1	-1	0.1489026
-1	1	0.6612883
-1	1	0.559736
-1	-1	0.013399529
1	1	0.9280033
1	1	0.9991234
1	1	0.9981299
1	1	0.99784374
-1	-1	0.31326893
1	1	0.99509573
1	1	0.9892145
-1	-1	0.042153582
-1	-1	0.0044045146
-1	-1	0.0040809396
1	1	0.97305906
1	1	0.9905123
1	1	0.9811761
-1	-1	0.018180821
1	1	0.99699914
1	1	0.9904999
-1	-1	0.3915303
-1	-1	0.0021786878
1	1	0.99506277
-1	-1	0.002935225
-1	-1	0.0036286751
1	1	0.95520985
-1	-1	0.0034809224
1	1	0.97162217
-1	1	0.55455494
1	1	0.7514326
1	1	0.9986615
1	1	0.99327976
1	1	0.99305105
-1	-1	0.0029721626
-1	-1	0.18634827
1	1	0.9984748
1	1	0.9978933
-1	1	0.594646
-1	-1	0.029603537
-1	-1	0.00625047
-1	-1	0.003516756
-1	-1	0.029508235
1	1	0.9675963
-1	-1	0.004290664
1	1	0.98659503
1	1	0.93966687
-1	-1	0.06014785
-1	-1	0.0030814311
1	1	0.9969434
1	1	0.99362755
1	1	0.9649898
-1	-1	0.00329759
1	1	0.8873748
1	1	0.8883736
-1	-1	0.49200827
1	1	0.99893373
1	1	0.996811
1	1	0.9922214
-1	-1	0.0031974153
-1	-1	0.0029646268
-1	-1	0.2556166
1	1	0.9595745
1	1	0.99870646
-1	-1	0.0026201222
-1	-1	0.42697215
-1	-1	0.4400176
-1	-1	0.0029518253
-1	-1	0.0029970645
1	1	0.97767025
1	1	0.9989868
1	1	0.84541845
-1	-1	0.021226162
-1	-1	0.028611757
1	1	0.9903514
1	1	0.8793974
-1	-1	0.010728212
1	1	0.9519035
-1	-1	0.0021486925
-1	1	0.566226
1	1	0.992311
1	1	0.9965928
1	1	0.9958931
1	1	0.990316
-1	-1	0.062893845
-1	1	0.5529962
1	1	0.98786956
1	1	0.99663013
1	1	0.9988176
-1	-1	0.037700977
1	1	0.96121687
1	1	0.99464464
1	1	0.96408236
-1	-1	0.1573902
1	1	0.9985536
1	1	0.9855321
1	1	0.99820125
1	1	0.98307484
-1	-1	0.0022316785
1	1	0.8962962
1	1	0.99673444
-1	-1	0.0024453239
1	1	0.97242343
-1	-1	0.044988826
1	1	0.96389073
-1	-1	0.002652372
-1	-1	0.050471004
-1	-1	0.037763134
1	1	0.9611693
1	1	0.98617536
1	1	0.99816257
1	1	0.9092109
1	1	0.99740237
-1	-1	0.0031281332
1	1	0.9773424
1	1	0.9878978
1	1	0.9923038
-1	-1	0.22588997
-1	-1	0.052394703
1	1	0.997186
1	1	0.9974457
1	1	0.7543218
-1	-1	0.014126139
-1	-1	0.0026656738
1	1	0.99582773
1	1	0.9943348
-1	-1	0.09802613
-1	-1	0.0028228245
1	1	0.9931577
1	1	0.770882
1	1	0.9881093
-1	-1	0.004126545
-1	-1	0.002843587
-1	-1	0.03790143
-1	-1	0.16304491
-1	-1	0.005104989
-1	-1	0.003645649
-1	-1	0.32332063
-1	-1	0.0021356815
1	-1	0.3914894
1	1	0.9974396
1	1	0.99733645
1	1	0.9666129
1	1	0.99573743
1	1	0.9979493
1	1	0.98442024
-1	-1	0.17832784
-1	-1	0.13497584
1	1	0.99955267
-1	-1	0.0022686506
-1	-1	0.0029552882
1	1	0.88218445
1	1	0.9960665
-1	-1	0.0029149125
1	1	0.97085303
-1	-1	0.4135583
-1	-1	0.08670036
-1	-1	0.0028191493
-1	-1	0.0031923358
-1	-1	0.00259824
-1	1	0.9231345
-1	-1	0.05330483
1	1	0.99456525
1	-1	0.1865586
-1	-1	0.0028109176
1	1	0.996747
1	1	0.99954456
1	1	0.99890494
-1	1	0.5363807
1	1	0.9954814
-1	-1	0.00345143
-1	-1	0.0027616676
-1	-1	0.0025264614
1	1	0.7563297
1	1	0.99815077
1	1	0.9630179
1	1	0.9612995
1	1	0.9823263
1	1	0.9985701
1	1	0.9797792
1	1	0.98415065
-1	-1	0.0018874209
-1	-1	0.0030723393
-1	-1	0.012876632
1	1	0.99873465
-1	-1	0.02439881
-1	-1	0.0029328077
-1	-1	0.15592541
1	1	0.9929939
-1	-1	0.0025263603
1	1	0.9973532
1	1	0.95426273
-1	-1	0.0028751157
1	1	0.99869967
-1	-1	0.003579396
1	1	0.99839133
1	1	0.9983444
1	1	0.9865392
1	1	0.9473152
-1	-1	0.0027658893
-1	-1	0.0046373494
1	1	0.96288633
-1	-1	0.026750268
1	1	0.9988273
1	1	0.9965927
-1	-1	0.0034561616
1	1	0.9961449
1	1	0.9902776
1	1	0.9901239
-1	-1	0.0017649375
-1	-1	0.025166404
1	1	0.988502
1	1	0.9713471
1	1	0.9449499
-1	-1	0.003926514
1	1	0.9951166
1	1	0.99961144
1	1	0.9720704
1	1	0.9943929
1	1	0.99899596
1	1	0.9871602
-1	-1	0.00520461
-1	-1	0.071920305
1	1	0.9982482
-1	-1	0.0020887356
-1	-1	0.002125823
1	1	0.9954853
1	1	0.9990388
-1	1	0.8539075
-1	-1	0.0042353217
-1	-1	0.0014980508
-1	-1	0.30127785
1	1	0.99557424
1	1	0.87945515
1	1	0.9939319
-1	-1	0.48946807
-1	-1	0.10137406
1	1	0.9966535
-1	-1	0.0030447608
1	-1	0.2287938
-1	1	0.55211514
1	1	0.99708074
-1	-1	0.01820883
-1	-1	0.0025491419
-1	-1	0.41430253
1	1	0.9541851
1	1	0.9837679
-1	-1	0.15922248
1	1	0.99685967
-1	-1	0.4855744
-1	-1	0.0027505963
1	1	0.96992815
1	1	0.99536055
1	1	0.99949396
1	1	0.97331357
-1	-1	0.0039185407
1	1	0.99394155
1	1	0.9592721
-1	1	0.6010771
-1	-1	0.0024268078
1	1	0.99837875
1	1	0.99067897
1	1	0.9267137
1	1	0.99785703
-1	-1	0.060517043
1	1	0.9362251
-1	-1	0.003810097
-1	-1	0.009557558
-1	-1	0.04591743
1	1	0.9166369
1	1	0.99733967
1	1	0.9975483
1	1	0.9799779
-1	-1	0.0066761975
1	1	0.95160204
1	1	0.99565864
-1	-1	0.01488719
-1	-1	0.0038601062
-1	-1	0.0054379753
1	1	0.93498427
-1	-1	0.0021118068
1	1	0.98889893
-1	-1	0.3435969
-1	-1	0.0031671429
1	1	0.9173464
1	1	0.99841523
1	1	0.99379927
1	1	0.9942063
-1	-1	0.003194215
-1	-1	0.0030255413
1	1	0.99713326
-1	-1	0.0034729538
-1	-1	0.04491453
1	1	0.7900304
1	1	0.99880874
-1	-1	0.0018664428
-1	-1	0.004251794
1	1	0.8090981
-1	-1	0.0048755747
1	1	0.98117197
-1	1	0.6193599
-1	-1	0.2538514
1	1	0.9987973
1	1	0.9889746
1	1	0.99530894
1	1	0.9748452
-1	-1	0.002461729
1	1	0.99642926
1	1	0.9938453
1	1	0.97532463
-1	-1	0.0046915296
-1	-1	0.0022238968
1	1	0.98233646
1	1	0.9584088
-1	-1	0.016253892
-1	-1	0.0033702925
-1	-1	0.0029141936
1	1	0.98925894
1	1	0.73635125
1	1	0.99862075
1	1	0.9901697
-1	-1	0.0023259935
1	1	0.876205
1	1	0.99614465
-1	-1	0.003503012
1	1	0.99789375
1	1	0.9758814
1	1	0.99677986
-1	-1	0.0031574431
-1	-1	0.12907076
-1	-1	0.0035431278
1	1	0.990262
1	1	0.98634094
-1	1	0.7212948
-1	-1	0.009842524
1	1	0.99296874
1	1	0.99077046
-1	-1	0.03504957
-1	-1	0.019942852
-1	-1	0.018824566
-1	-1	0.003982397
1	1	0.99773055
1	1	0.9945486
1	-1	0.32074213
-1	-1	0.0024326965
-1	-1	0.0026945495
1	1	0.99632555
-1	-1	0.0033663264
1	1	0.9929128
-1	-1	0.0040979865
-1	-1	0.002852412
1	1	0.936107
-1	-1	0.0026160383
-1	1	0.84451944
1	1	0.956884
1	1	0.99820304
1	1	0.98917425
-1	-1	0.060001995
-1	-1	0.051677156
1	1	0.9850386
-1	-1	0.094071604
-1	1	0.8476778
1	1	0.9972805
1	1	0.9956008
1	1	0.95852894
1	1	0.9995921
1	1	0.91481483
-1	-1	0.004851185
1	1	0.9916517
-1	-1	0.4641632
-1	1	0.50207627
1	1	0.9580934
1	1	0.9752559
-1	1	0.8722408
-1	-1	0.0022021877
1	1	0.70637053
-1	-1	0.0041136
-1	-1	0.007072489
1	1	0.99436635
-1	-1	0.0026632776
1	1	0.9967055
1	1	0.99675035
1	1	0.9942567
-1	-1	0.4870515
1	1	0.99431735
1	1	0.98054975
1	1	0.9779034
-1	-1	0.0030140623
-1	-1	0.003276994
1	1	0.9840642
1	1	0.9877511
1	1	0.9890618
-1	-1	0.0036413213
-1	-1	0.0035167714
1	1	0.9949185
-1	-1	0.0025007476
1	1	0.98382574
-1	-1	0.027381847
1	1	0.9915508
1	1	0.7213639
1	1	0.99535936
1	1	0.9950265
-1	-1	0.008903806
1	1	0.9985519
1	1	0.9989889
-1	-1	0.06843867
1	1	0.98604506
1	1	0.98662704
1	1	0.9953176
-1	-1	0.005196069
1	1	0.9983771
-1	-1	0.0026987535
-1	-1	0.120028675
1	1	0.99406403
-1	-1	0.01673256
-1	-1	0.28724158
1	1	0.98797625
1	1	0.98557717
1	1	0.9802233
-1	-1	0.008475477
-1	-1	0.073990196
1	1	0.9982352
1	1	0.995889
1	1	0.9971855
1	1	0.99257505
1	1	0.993256
-1	-1	0.003360543
-1	-1	0.0024001456
1	1	0.99920636
1	1	0.9494159
-1	-1	0.03410965
-1	-1	0.007823229
-1	-1	0.0023286862
-1	-1	0.14970769
-1	-1	0.024568286
1	1	0.97471386
-1	1	0.8081245
1	1	0.99153227
1	1	0.9990395
1	1	0.839253
-1	-1	0.006155795
-1	-1	0.45703688
1	1	0.98004156
1	1	0.93130255
-1	-1	0.14643621
1	1	0.9839532
1	1	0.9971023
-1	-1	0.0039495383
1	1	0.9963709
1	1	0.99147743
-1	-1	0.0028960013
1	1	0.9934582
-1	-1	0.04542613
1	1	0.9865667
1	1	0.8902487
1	1	0.74161124
-1	-1	0.002324874
1	1	0.94178975
-1	-1	0.0031514692
-1	-1	0.2505117
-1	-1	0.0041308356
1	1	0.719232
1	1	0.95460784
1	1	0.99596965
-1	-1	0.0039010562
1	1	0.9946009
1	1	0.9494159
1	1	0.99713504
-1	-1	0.003534823
-1	-1	0.003478769
1	1	0.9948323
1	1	0.97110254
-1	-1	0.4012752
1	1	0.9632721
1	1	0.9767237
1	1	0.9966084
1	1	0.9011112
1	1	0.9962442
-1	-1	0.0028873407
-1	-1	0.0028732438
-1	-1	0.002608586
1	1	0.99886787
-1	-1	0.29238755
-1	-1	0.3255057
1	1	0.99836856
1	1	0.8178269
1	1	0.9848856
1	1	0.99331963
1	1	0.9984854
-1	-1	0.1611015
1	1	0.9992198
-1	-1	0.07034062
1	1	0.9987987
-1	-1	0.2187789
-1	1	0.6446632
-1	-1	0.171248
-1	-1	0.0035697115
-1	-1	0.002810773
-1	-1	0.041624933
-1	-1	0.0033715393
-1	-1	0.10685933
-1	-1	0.0027972707
1	1	0.9801486
-1	-1	0.021786658
-1	-1	0.11516322
1	1	0.9974625
1	1	0.99103993
1	1	0.9980269
1	1	0.997888
1	1	0.99689937
-1	-1	0.025388757
1	1	0.8925518
-1	-1	0.0030457708
-1	-1	0.002775189
-1	-1	0.0034141527
-1	-1	0.004041036
1	1	0.9947495
-1	-1	0.0046080584
1	1	0.98940676
-1	-1	0.003696699
-1	-1	0.022079028
-1	-1	0.0033256032
-1	-1	0.01643973
-1	-1	0.15798967
1	1	0.996005
1	1	0.98798287
1	1	0.99616313
-1	-1	0.0030628196
1	1	0.9714695
-1	-1	0.0034520847
-1	-1	0.0033244605
-1	-1	0.0044756783
-1	-1	0.1952948
1	1	0.9990994
-1	-1	0.010442574
-1	-1	0.0020081976
-1	-1	0.016256118
1	1	0.9538583
-1	-1	0.040947985
1	1	0.99546826
1	1	0.95257753
1	1	0.998719
-1	-1	0.0056172977
1	-1	0.04101017
1	1	0.9988176
1	1	0.96941435
-1	-1	0.0032354095
1	1	0.9911151
1	1	0.93823564
-1	-1	0.004282755
1	1	0.9983051
1	1	0.99865973
1	1	0.98206276
1	1	0.9914892
1	1	0.8629999
-1	-1	0.0028253437
1	1	0.99816185
-1	-1	0.025127199
-1	-1	0.07579776
-1	-1	0.08018948
-1	-1	0.0022685812
1	1	0.9944565
1	1	0.90350163
-1	-1	0.0023746127
1	1	0.95056146
-1	-1	0.25229517
-1	-1	0.008172466
-1	-1	0.0029175319
-1	-1	0.011634303
1	1	0.8571169
1	1	0.9402986
-1	-1	0.003243174
-1	-1	0.4085186
1	1	0.8959723
1	1	0.9985109
-1	-1	0.0031449508
1	1	0.83998334
1	1	0.9799969
1	1	0.9804176
1	1	0.9971674
-1	-1	0.0027902606
1	1	0.9974552
1	1	0.9884235
1	1	0.99652356
-1	-1	0.34857416
-1	-1	0.0031487877
1	1	0.9838769
1	1	0.98925346
1	1	0.9939792
-1	-1	0.0021062293
1	1	0.9913366
1	1	0.9860094
-1	-1	0.0027841192
-1	-1	0.16830955
1	-1	0.09119557
-1	-1	0.013303943
1	1	0.95718277
-1	-1	0.0035360025
1	1	0.98179436
-1	-1	0.002496355
1	1	0.9762866
-1	-1	0.0034681894
1	1	0.99750525
1	1	0.99804807
1	1	0.9821192
-1	-1	0.003196215
1	1	0.9967295
1	1	0.99833566
-1	-1	0.0029958312
-1	-1	0.49400502
1	1	0.9908139
1	1	0.82805085
-1	-1	0.0031080435
1	1	0.99663013
1	1	0.9921131
-1	-1	0.005489225
-1	-1	0.004649513
1	1	0.9924285
1	1	0.6815152
-1	-1	0.003232821
1	1	0.9937389
-1	-1	0.0025141812
1	1	0.96360785
1	1	0.95066917
-1	1	0.819756
1	1	0.9897389
-1	-1	0.004421469
1	1	0.9958616
-1	-1	0.25762215
-1	-1	0.0034767233
1	1	0.98787725
1	1	0.98719287
1	1	0.9988977
-1	-1	0.011587652
1	1	0.9965664
1	1	0.9940246
1	1	0.9936405
-1	-1	0.0044027125
-1	-1	0.16774699
1	1	0.9904649
1	1	0.95932794
1	1	0.99711275
1	1	0.6359686
-1	-1	0.0077310633
-1	-1	0.003537689
1	1	0.7326324
1	1	0.99770445
1	1	0.9931799
1	1	0.99759525
-1	-1	0.3920827
1	1	0.5499894
1	1	0.99713135
1	1	0.9893455
-1	-1	0.07437202
-1	-1	0.0034977382
1	1	0.99778277
-1	-1	0.23550838
-1	-1	0.0048499876
1	1	0.9981828
1	1	0.9856483
-1	-1	0.0030858435
-1	-1	0.0035863344
-1	-1	0.0041464013
1	1	0.9756119
-1	1	0.60541993
-1	-1	0.030248223
-1	-1	0.0030064373
-1	-1	0.003840918
1	1	0.9294448
-1	-1	0.12920319
1	1	0.9962859
1	1	0.98282605
1	1	0.9834547
-1	-1	0.0030556137
1	1	0.8706292
-1	-1	0.048713703
1	1	0.9989556
1	1	0.9877845
1	1	0.9893351
-1	-1	0.040535145
1	1	0.8213
1	1	0.99774975
1	1	0.95045084
-1	-1	0.0035073443
1	1	0.998869
1	1	0.98809516
1	1	0.99594706
-1	-1	0.022492839
-1	-1	0.0036345134
1	-1	0.33065927
-1	-1	0.47554696
1	1	0.9938572
1	1	0.9966767
-1	-1	0.01967251
-1	-1	0.012231615
-1	-1	0.0025161384
1	1	0.9934273
1	1	0.9989267
1	1	0.99264187
-1	-1	0.0045446577
1	-1	0.47698703
1	1	0.9985103
-1	-1	0.025489157
-1	-1	0.0027601172
-1	-1	0.0029027036
1	1	0.984444
1	1	0.63792443
-1	-1	0.0032207614
1	1	0.9942568
1	1	0.99907875
1	1	0.8577928
-1	-1	0.22303961
1	1	0.985451
-1	-1	0.004791691
